"Project","Primary","trackID","From","To","Type","Ownership","Note","Connected","modin","modout","status"
"Superstition Wilderness","Dutchman's Tr (104)","DTCHMN51","Bull Pass Tr","Boulder Tr","Numbered","Public",NA,"DTCHMN50, BULLPS01, DTCHMN52, BOLDR01",2025-02-20 16:50:00.109411,NA,"NEW"
"Superstition Wilderness","Dutchman's Tr (104)","DTCHMN52","Boulder Tr","Black Mesa Tr","Numbered","Public",NA,"DTCHMN51, BOLDR01, DTCHMN53, BLKMSA01",2025-02-20 16:50:05.428654,NA,"NEW"
"Superstition Wilderness","Dutchman's Tr (104)","DTCHMN53","Black Mesa Tr","W Boulder Canyon Tr","Numbered","Public",NA,"DTCHMN52, BLKMSA01, DTCHMN54",2025-02-20 16:50:10.225027,NA,"NEW"
"Superstition Wilderness","Dutchman's Tr (104)","DTCHMN54","W Boulder Canyon Tr","Tim's Saddle Tr","Numbered","Public",NA,"DTCHMN53, DTCHMN55",2025-02-20 16:50:15.820107,NA,"NEW"
"Superstition Wilderness","Dutchman's Tr (104)","DTCHMN55","Tim's Saddle Tr","Second Water Tr","Numbered","Public",NA,"DTCHMN54, DTCHMN56, SCDWTR01",2025-02-20 16:50:21.425829,NA,"NEW"
"Superstition Wilderness","Dutchman's Tr (104)","DTCHMN56","Second Water Tr","First Water TH","Numbered","Public",NA,"DTCHMN55, SCDWTR01, FSTWTRR01",2025-02-20 16:50:27.621181,NA,"NEW"
"Superstition Wilderness","E Peralta Rd","EPRLTR01","Peralta TH","Peralta TH Alt parking","Road","Public",NA,"DTCHMN01, PRLTCN01, LGLDMN13",2025-02-20 17:58:30.759439,NA,"NEW"
"Superstition Wilderness","Flatiron Tr","FLTIRN01","Siphon Draw Tr / Superstition Ridgeline Tr","Flatiron","Named","Public",NA,"SPHNDR10, RDGLIN22, NA",2025-02-20 17:58:38.831398,NA,"NEW"
"Superstition Wilderness","First Water Rd (FR78)","FSTWTRR01","Dutchman's Tr","Hackberry Springs Tr (Alt)","Road","Public",NA,"DTCHMN56, HKBYSP27",2025-02-20 17:58:46.167009,NA,"NEW"
"Superstition Wilderness","Geronimo Cave Tr (233)","GERCAV01","Bluff Spring Tr","Geronimo Cave","Named","Public",NA,"BLUFSP01, BLUFSP02, GERCAV02",2025-02-20 18:06:32.468559,NA,"NEW"
"Superstition Wilderness","Geronimo Cave Tr (233)","GERCAV02","Geronimo Cave","Pinyon Tree Tr","Named","Public",NA,"GERCAV01, GERCAV03, PNYNTR01",2025-02-20 18:06:38.121656,NA,"NEW"
"Superstition Wilderness","Geronimo Cave Tr (233)","GERCAV03","Pinyon Tree Tr","Fremont Saddle","Named","Public",NA,"GERCAV02, PNYNTR01, PRLTCN01, PRLTCN02, RDGLIN01",2025-02-20 18:06:44.136671,NA,"NEW"
"Superstition Wilderness","Goldmine Tr","GLDMIN01","Jacob's Crosscut Tr","S Edgemore Rd","Named","Public",NA,"JCBCUT14, JCBCUT15, NA",2025-02-20 20:35:41.44709,NA,"NEW"
"Superstition Wilderness","Hackberry Springs Tr","HKBYSP01","Second Water Tr","Hackberry Springs Tr (Alt)","Named","Public",NA,"SCDWTR04, HKBYSP02, HKBYSP10",2025-02-20 18:18:29.049326,NA,"NEW"
"Superstition Wilderness","Hackberry Springs Tr","HKBYSP02","Hackberry Springs Tr (Alt)","Hackberry Springs Tr (Alt)","Named","Public",NA,"HKBYSP01, HKBYSP10, HKBYSP03, HKBYSP15",2025-02-20 18:18:34.743788,NA,"NEW"
"Superstition Wilderness","Hackberry Springs Tr","HKBYSP03","Hackberry Springs Tr (Alt)","Hackberry Springs Tr (Alt)","Named","Public",NA,"HKBYSP02, HKBYSP15, HKBYSP04, HKBYSP20",2025-02-20 18:18:43.178347,NA,"NEW"
"Superstition Wilderness","Hackberry Springs Tr","HKBYSP04","Hackberry Springs Tr (Alt)","Hackberry Springs Tr (Alt)","Named","Public",NA,"HKBYSP03, HKBYSP20, HKBYSP30",2025-02-20 18:18:48.110279,NA,"NEW"
"Superstition Wilderness","Hackberry Springs Tr (Alt)","HKBYSP10","Hackberry Springs Tr","Hackberry Springs Tr (Alt)","Unnamed","Public",NA,"HKBYSP01, HKBYSP02, HKBYSP20, HKBYSP25",2025-02-20 18:18:52.794199,NA,"NEW"
"Superstition Wilderness","Hackberry Springs Tr (Alt)","HKBYSP15","Hackberry Springs Tr","Hackberry Springs Tr (Alt)","Unnamed","Public",NA,"HKBYSP02, HKBYSP03, HKBYSP30, HKBYSP35",2025-02-20 18:18:57.25639,NA,"NEW"
"Superstition Wilderness","Hackberry Springs Tr (Alt)","HKBYSP20","Hackberry Springs Tr","Hackberry Springs Tr (Alt)","Unnamed","Public",NA,"HKBYSP03, HKBYSP04, HKBYSP10, HKBYSP25",2025-02-20 18:19:02.376656,NA,"NEW"
"Superstition Wilderness","Hackberry Springs Tr (Alt)","HKBYSP25","Hackberry Springs Tr (Alt)",NA,"Unnamed","Public",NA,"HKBYSP10, HKBYSP20, HKBYSP26",2025-02-20 18:19:07.324556,NA,"NEW"
"Superstition Wilderness","Hackberry Springs Tr (Alt)","HKBYSP26",NA,NA,"Unnamed","Public",NA,"HKBYSP25, HKBYSP27",2025-02-20 18:19:12.051727,NA,"NEW"
"Superstition Wilderness","Hackberry Springs Tr (Alt)","HKBYSP27",NA,"First Water Rd","Unnamed","Public",NA,"HKBYSP26, FSTWTRR01",2025-02-20 18:19:17.196756,NA,"NEW"
"Superstition Wilderness","Hackberry Springs Tr (Alt)","HKBYSP30","Hackberry Springs Tr","Hackberry Springs Tr (Alt)","Unnamed","Public",NA,"HKBYSP04, HKBYSP15, HKBYSP35",2025-02-20 18:19:22.003036,NA,"NEW"
"Superstition Wilderness","Hackberry Springs Tr (Alt)","HKBYSP35","Hackberry Springs Tr (Alt)","First Water TH Alt parking","Unnamed","Public",NA,"HKBYSP15, HKBYSP30, NA",2025-02-20 18:19:27.368059,NA,"NEW"
"Superstition Wilderness","Heiroglyphics Tr (101)","HRGPH01","Heiroglyphics TH","Lost Goldmine Tr","Numbered","Public",NA,"NA, HRGPH02, LGLDMN11",2025-02-20 20:22:02.514519,NA,"NEW"
"Superstition Wilderness","Heiroglyphics Tr (101)","HRGPH02","Lost Goldmine Tr","Heiroglyphics Canyon","Numbered","Public",NA,"HRGPH01, LGLDMN11, HRGPH03",2025-02-20 20:22:11.224501,NA,"NEW"
"Superstition Wilderness","Heiroglyphics Tr (101)","HRGPH03","Heiroglyphics Canyon","Superstition Ridgeline Tr","Numbered","Public",NA,"HRGPH02, RDGLINE21",2025-02-20 20:22:17.778622,NA,"NEW"
"Superstition Wilderness","Jacob's Crosscut Tr (58)","JCBCUT05","Connector from First Water Rd","Praying Hands Tr","Numbered","Public",NA,"CNJCUT05, JCBCUT06, PRYHNDS06",2025-02-20 20:35:47.291309,NA,"NEW"
"Superstition Wilderness","Jacob's Crosscut Tr (58)","JCBCUT06","Praying Hands Tr","Crosscut Tr","Numbered","Public",NA,"JCBCUT05, JCBCUT07",2025-02-20 20:35:52.151859,NA,"NEW"
"Superstition Wilderness","Jacob's Crosscut Tr (58)","JCBCUT07","Crosscut Tr","Treasure Loop Tr [North]","Numbered","Public",NA,"JCBCUT06, JCBCUT08",2025-02-20 20:35:56.882088,NA,"NEW"
"Superstition Wilderness","Jacob's Crosscut Tr (58)","JCBCUT08","Treasure Loop Tr [North]","Treasure Loop Tr [South]","Numbered","Public",NA,"JCBCUT07, JCBCUT09",2025-02-20 20:36:01.994896,NA,"NEW"
"Superstition Wilderness","Jacob's Crosscut Tr (58)","JCBCUT09","Treasure Loop Tr [South]","Prospect View Tr","Numbered","Public",NA,"JCBCUT08, PRSPVW01",2025-02-20 20:36:06.477077,NA,"NEW"
"Superstition Wilderness","Jacob's Crosscut Tr (58)","JCBCUT12","Siphon Draw Tr","Connector from E Singletree St","Numbered","Public",NA,"SPHNDR10, JCBCUT13, CNJCUT10",2025-02-20 20:36:12.848392,NA,"NEW"
"Superstition Wilderness","Jacob's Crosscut Tr (58)","JCBCUT13","Connector from E Singletree St","Monument Canyon Tr","Numbered","Public",NA,"JCBCUT12, CNJCUT10, JCBCUT14, MNMTCN01",2025-02-21 07:34:38.908234,NA,"NEW"
"Superstition Wilderness","Jacob's Crosscut Tr (58)","JCBCUT14","Monument Canyon Tr","Goldmine Tr","Numbered","Public",NA,"JCBCUT13, MNMTCN01, JCBCUT15, GLDMIN01",2025-02-21 07:34:46.836481,NA,"NEW"
"Superstition Wilderness","Jacob's Crosscut Tr (58)","JCBCUT15","Goldmine Tr","Broadway Ave TH","Numbered","Public",NA,"JCBCUT14, GLDMIN01, NA",2025-02-20 20:36:30.072052,NA,"NEW"
"Superstition Wilderness","Lost Goldmine Tr","LGLDMN11","Heiroglyphics Tr","Carney Springs Tr","Named","Public",NA,"HRGPH01, HRGPH02, LGLDMN12, CRNYSP03",2025-02-21 07:27:37.102999,NA,"NEW"
"Superstition Wilderness","Lost Goldmine Tr","LGLDMN12","Carney Springs Tr","Dacite Cliffs Mine Tr","Named","Public",NA,"LGLDMN11, CRNYSP03, LGLDMN13",2025-02-21 07:27:46.308868,NA,"NEW"
"Superstition Wilderness","Lost Goldmine Tr","LGLDMN13","Dacite Cliffs Mine Tr","Peralta TH Alt parking","Named","Public",NA,"LGLDMN12, EPRLTR01",2025-02-21 07:27:52.701466,NA,"NEW"
"Superstition Wilderness","Monument Canyon Tr","MNMTCN01","Jacob's Crosscut Tr","Broadway Cave Tr","Named","Public",NA,"JCBCUT13, JCBCUT14, MNMTCN02, BRDWCV01",2025-02-21 07:34:53.805502,NA,"NEW"
"Superstition Wilderness","Monument Canyon Tr","MNMTCN02","Broadway Cave Tr","Fireplace Chimney","Named","Public",NA,"MNMTCN01, BRDWCV01, MNMTCN03",2025-02-21 07:34:59.406998,NA,"NEW"
"Superstition Wilderness","Monument Canyon Tr","MNMTCN03","Fireplace Chimney","Monument Canyon Mine","Named","Public",NA,"MNMTCN02, NA",2025-02-21 07:35:05.653866,NA,"NEW"
"Superstition Wilderness","Massacre Falls Tr","MSCRFL01","Massacre Falls TH","Overlook spur","Named","Public",NA,"NA, MSCRFL02, MSCRFL03",2025-02-21 07:49:26.497475,NA,"NEW"
"Superstition Wilderness","Massacre Falls Tr","MSCRFL02","Massacre Falls Tr","Overlook","Named","Public",NA,"MSCRFL01, MSCRFL03, NA",2025-02-21 07:49:44.323198,NA,"NEW"
"Superstition Wilderness","Massacre Falls Tr","MSCRFL03","Overlook spur","Massacre Falls","Named","Public",NA,"MSCRFL01, MSCRFL02, NA",2025-02-21 07:49:37.761957,NA,"NEW"
"Superstition Wilderness","Pinyon Tree Tr","PNYNTR01","Geronimo Cave Tr","Pinyon Tree","Unnamed","Public",NA,"GERCAV02, GERCAV03, NA",2025-02-21 07:53:15.458353,NA,"NEW"
"Superstition Wilderness","Peralta Canyon Tr (102)","PRLTCN01","Peralta TH","Fremont Saddle","Numbered","Public",NA,"DTCHMN01, EPRLTR01, PRLTCN02, GERCAV03, RDGLIN01",2025-02-21 08:05:41.076561,NA,"NEW"
"Superstition Wilderness","Peralta Canyon Tr (102)","PRLTCN02","Fremont Saddle","Weaver's Needle Crosscut Tr","Numbered","Public",NA,"PRLTCN01, GERCAV03, RDGLIN01, PRLTCN03, WVRCUT01",2025-02-21 08:05:47.392437,NA,"NEW"
"Superstition Wilderness","Peralta Canyon Tr (102)","PRLTCN03","Weaver's Needle Crosscut Tr","Dutchman's Tr","Numbered","Public",NA,"PRLTCN02, WVRCUT01, DTCHMN50",2025-02-21 08:05:52.992718,NA,"NEW"
"Superstition Wilderness","Prospector's View Tr (57)","PRSPVW01","Jacob's Crosscut Tr","Treasure Loop Tr","Numbered","Public",NA,"JCBCUT09, JCBCUT10, TRSRLP10",2025-02-21 08:07:50.377338,NA,"NEW"
"Superstition Wilderness","Praying Hands Tr","PRYHNDS01","Treasure Loop Tr","Praying Hands Tr (Alt)","Named","Public",NA,"TRSLP10, PRYHNDS05",2025-02-21 08:12:14.161968,NA,"NEW"
"Superstition Wilderness","Praying Hands Tr (Alt)","PRYHNDS05","Praying Hands Tr","Praying Hands Tr","Unnamed","Public","Rock scrambling","PRYHNDS01, PRYHNDS06",2025-02-21 08:12:20.730276,NA,"NEW"
"Superstition Wilderness","Praying Hands Tr","PRYHNDS06","Praying Hands Tr (Alt)","Jacob's Crosscut Tr","Named","Public",NA,"PRYHNDS05, JCBCUT05, JCBCUT06",2025-02-21 08:12:26.824127,NA,"NEW"
"Superstition Wilderness","Robber's Roost Tr","RBRRST01","Superstition Ridgeline Tr","Robber's Roost","Unnamed","Public",NA,"RDGLIN01, RDGLIN02, NA",2025-02-21 08:15:09.664198,NA,"NEW"
"Superstition Wilderness","Superstition Ridgeline Tr","RDGLIN01","Fremont Saddle","Robber's Roost Tr","Named","Public",NA,"PRLTCN01, PRLTCN02, GERCAV03, RDGLIN02, RBRRST01",2025-02-21 08:20:07.455936,NA,"NEW"
"Superstition Wilderness","Superstition Ridgeline Tr","RDGLIN02","Robber's Roost Tr","Carney Springs Tr","Named","Public",NA,"RDGLIN01, RBRRST01, CRNYSP05",2025-02-21 08:20:12.796564,NA,"NEW"
"Superstition Wilderness","Superstition Ridgeline Tr (Alt)","RDGLIN21","Heiroglyphics Tr",NA,"Unnamed","Public","Sucker Trail (need to map actual trail)","HRGPH03, RDGLIN22",2025-02-21 08:20:19.270355,NA,"NEW"
"Superstition Wilderness","Superstition Ridgeline Tr","RDGLIN22",NA,"Siphon Draw Tr","Named","Public",NA,"RDGLIN21, SPHNDR10, FLTIRN01",2025-02-21 08:20:25.156239,NA,"NEW"
"Superstition Wilderness","Second Water Tr (236)","SCDWTR01","Dutchman's Tr",NA,"Numbered","Public",NA,"DTCHMN55, DTCHMN56, SCDWTR02",2025-02-21 08:28:50.91745,NA,"NEW"
"Superstition Wilderness","Second Water Tr (236)","SCDWTR02",NA,NA,"Numbered","Public",NA,"SCDWTR01, SCDWTR03",2025-02-21 08:28:55.702211,NA,"NEW"
"Superstition Wilderness","Second Water Tr (236)","SCDWTR03",NA,"Black Mesa Tr","Numbered","Public",NA,"SCDWTR02, SCDWTR04, BLKMSA01",2025-02-21 08:29:00.715525,NA,"NEW"
"Superstition Wilderness","Second Water Tr (236)","SCDWTR04","Black Mesa Tr","Hackberry Spring Tr","Numbered","Public",NA,"SCDWTR03, BLKMSA01, HKBYSP01",2025-02-21 08:29:05.807079,NA,"NEW"
"Superstition Wilderness","Siphon Draw Tr (153)","SPHNDR10","Jacob's Crosscut Tr","Superstition Ridgeline Tr / Flatiron Tr","Numbered","Public",NA,"JCBCUT12, RDGLIN22, FLTIRN01",2025-02-21 08:32:29.825228,NA,"NEW"
"Superstition Wilderness","Terrapin Tr (234)","TERRAP01","Bluff Spring Tr","Weaver's Needle Crosscut Tr","Numbered","Public",NA,"BLUFSP02, WVRCUT01",2025-02-21 08:34:04.216621,NA,"NEW"
"Superstition Wilderness","Treasure Loop Tr (56)","TRSRLP10","Prospector's View Tr","Praying Hands Tr","Numbered","Public",NA,"PRSPVW01, PRYHNDS01",2025-02-21 08:35:20.960457,NA,"NEW"
"Superstition Wilderness","Wave Cave Tr","WAVCAV01","Carney Springs Tr","Wave Cave","Named","Public",NA,"CRNYSP03, CRNYSP04, NA",2025-02-21 08:36:19.047783,NA,"NEW"
"Superstition Wilderness","Weaver's Needle Crosscut Tr","WVRCUT01","Terrapin Tr","Peralta Canyon Tr","Unnamed","Public",NA,"TERRAP01, PRLTCN02, PRLTCN03",2025-02-21 08:38:33.464935,NA,"NEW"
